strategy,avg_strategy_return,avg_benchmark_return,avg_active_return_in_recovery,hit_rate_vs_passive_in_recovery,missed_recovery_rate,best_active_recovery_period,worst_active_recovery_period,observations
covered_call,0.04116200144845416,0.0492869936144754,-0.008124992166021234,0.627906976744186,0.37209302325581395,0.07339450797880656,-0.16461207252423554,43
collar,0.028795567162328617,0.0492869936144754,-0.020491426452146782,0.4883720930232558,0.5116279069767442,0.01095469801267488,-0.176166969191041,43
stress_aware_overlay,0.02996968475809593,0.0492869936144754,-0.019317308856379466,0.37209302325581395,0.46511627906976744,0.01426599630685979,-0.176166969191041,43
