selected_strategy,observations,share,avg_bsti_0_100,avg_selected_return,avg_benchmark_return,avg_active_return,positive_active_rate
collar,9,0.059602649006622516,51.05309742002376,-0.032009462040650104,-0.08827727712520474,0.05626781508455465,1.0
covered_call,49,0.32450331125827814,21.889649200369902,-0.0072444105090551806,-0.010907230253105967,0.003662819744050785,0.8979591836734694
passive_brazil_equity,93,0.6158940397350994,7.331612720832882,0.030643282243526256,0.030643282243526256,0.0,0.0
