Date,brazil_drawdown_pressure_weighted,brazil_vol_pressure_weighted,external_brazil_pressure_weighted,global_equity_pressure_weighted,fx_pressure_weighted,vix_pressure_weighted,bsti_raw_score,bsti_0_100,bsti_regime,stress_breadth,active_pressure_channels,dominant_pressure_channel,dominant_pressure_value,brazil_drawdown_pressure,brazil_vol_pressure,external_brazil_pressure,global_equity_pressure,fx_pressure,vix_pressure,bsti_state,previous_bsti_state,next_bsti_state,state_changed,warning_threshold,stress_threshold
2015-02-09,0.06749807501200177,0.0,0.0,0.07965654324739853,0.17954292438134992,0.11143658882828442,0.4381341314690347,14.604471048967824,calm,0.16666666666666666,1,fx_pressure,1.1969528292089995,0.33749037506000884,0.0,0.0,0.5310436216493235,1.1969528292089995,0.7429105921885628,normal,warning,warning,True,15.0,33.0
2015-02-10,0.13094241803522091,0.0,0.3892459946968448,0.0,0.0,0.0,0.5201884127320657,17.339613757735524,fragile,0.16666666666666666,1,external_brazil_pressure,1.9462299734842239,0.6547120901761045,0.0,1.9462299734842239,0.0,0.0,0.0,warning,normal,warning,True,15.0,33.0
2015-02-11,0.14496898399006067,0.0,0.18081261893469813,0.0,0.30552009771143834,0.0,0.6313017006361972,21.043390021206573,fragile,0.3333333333333333,2,fx_pressure,2.036800651409589,0.7248449199503033,0.0,0.9040630946734906,0.0,2.036800651409589,0.0,warning,warning,normal,False,15.0,33.0
2015-02-12,0.03718494579240941,0.0,0.0,0.0,0.1456304720207827,0.0,0.1828154178131921,6.093847260439737,calm,0.16666666666666666,1,fx_pressure,0.9708698134718846,0.18592472896204706,0.0,0.0,0.0,0.9708698134718846,0.0,normal,warning,normal,True,15.0,33.0
2015-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calm,0.0,0,brazil_drawdown_pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-02-16,0.0,0.0,0.0,0.007994428757017207,0.04626239191933483,0.0,0.05425682067635204,1.8085606892117345,calm,0.0,0,fx_pressure,0.3084159461288989,0.0,0.0,0.0,0.05329619171344805,0.3084159461288989,0.0,normal,normal,normal,False,15.0,33.0
2015-02-17,0.0,0.0,0.0,0.0,0.0,0.11939050193317335,0.11939050193317335,3.9796833977724453,calm,0.16666666666666666,1,vix_pressure,0.7959366795544891,0.0,0.0,0.0,0.0,0.0,0.7959366795544891,normal,normal,normal,False,15.0,33.0
2015-02-18,0.0,0.0,0.0,0.00495671672400065,0.0,0.0,0.00495671672400065,0.16522389080002167,calm,0.0,0,global_equity_pressure,0.03304477816000433,0.0,0.0,0.0,0.03304477816000433,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-02-19,0.0,0.0,0.09186712879791104,0.017660998984153548,0.013731792790123265,0.0,0.12325992057218785,4.108664019072928,calm,0.0,0,external_brazil_pressure,0.4593356439895551,0.0,0.0,0.4593356439895551,0.11773999322769031,0.09154528526748844,0.0,normal,normal,normal,False,15.0,33.0
2015-02-20,0.0,0.0,0.072799943913593,0.0,0.11959489424789967,0.0,0.19239483816149267,6.413161272049756,calm,0.16666666666666666,1,fx_pressure,0.7972992949859978,0.0,0.0,0.36399971956796495,0.0,0.7972992949859978,0.0,normal,normal,normal,False,15.0,33.0
2015-02-23,0.0,0.0,0.0,0.009077229663318927,0.0,0.019795659142017124,0.02887288880533605,0.962429626844535,calm,0.0,0,vix_pressure,0.13197106094678082,0.0,0.0,0.0,0.06051486442212618,0.0,0.13197106094678082,normal,normal,normal,False,15.0,33.0
2015-02-24,0.0,0.0,0.0,0.0,0.020541861183459968,0.0,0.020541861183459968,0.6847287061153322,calm,0.0,0,fx_pressure,0.13694574122306646,0.0,0.0,0.0,0.0,0.13694574122306646,0.0,normal,normal,normal,False,15.0,33.0
2015-02-25,0.0,0.0,0.16330738167290182,0.022068692104871303,0.0,0.011634016925750468,0.1970100907035236,6.567003023450786,calm,0.16666666666666666,1,external_brazil_pressure,0.816536908364509,0.0,0.0,0.816536908364509,0.14712461403247537,0.0,0.07756011283833646,normal,normal,normal,False,15.0,33.0
2015-02-26,0.0,0.0,0.03286910028621339,0.029349749481768325,0.030369682727521295,0.003024984460171426,0.09561351695567442,3.1871172318558143,calm,0.0,0,fx_pressure,0.20246455151680864,0.0,0.0,0.16434550143106694,0.19566499654512218,0.20246455151680864,0.020166563067809506,normal,normal,normal,False,15.0,33.0
2015-02-27,0.0,0.0,0.0,0.06446506062015123,0.15255515853165702,0.0,0.21702021915180825,7.234007305060275,calm,0.16666666666666666,1,fx_pressure,1.0170343902110468,0.0,0.0,0.0,0.4297670708010082,1.0170343902110468,0.0,normal,normal,normal,False,15.0,33.0
2015-03-02,0.0,0.0,0.34020654412718937,0.0,0.0,0.0,0.34020654412718937,11.340218137572979,calm,0.16666666666666666,1,external_brazil_pressure,1.7010327206359468,0.0,0.0,1.7010327206359468,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-03-03,0.0,0.0,0.019180860713574693,0.07582630220591062,0.23970067239744436,0.10019222987103546,0.4349000651879651,14.496668839598836,calm,0.16666666666666666,1,fx_pressure,1.5980044826496291,0.0,0.0,0.09590430356787347,0.5055086813727375,1.5980044826496291,0.6679481991402364,normal,normal,warning,False,15.0,33.0
2015-03-04,0.0,0.0,0.25286176465340077,0.07597665003404676,0.1386529159127614,0.03539582258333682,0.5028871531835457,16.76290510611819,fragile,0.3333333333333333,2,external_brazil_pressure,1.2643088232670037,0.0,0.0,1.2643088232670037,0.5065110002269784,0.9243527727517428,0.23597215055557877,warning,normal,normal,True,15.0,33.0
2015-03-05,0.0,0.0,0.15006048360205243,0.0,0.17024067022450148,0.0,0.3203011538265539,10.676705127551795,calm,0.3333333333333333,2,fx_pressure,1.1349378014966767,0.0,0.0,0.7503024180102621,0.0,1.1349378014966767,0.0,normal,warning,warning,True,15.0,33.0
2015-03-06,0.0,0.0,0.11768956234895828,0.2366432818817528,0.09841808588514732,0.14439175057731204,0.5971426806931704,19.904756023105683,fragile,0.3333333333333333,2,global_equity_pressure,1.5776218792116854,0.0,0.0,0.5884478117447913,1.5776218792116854,0.6561205725676488,0.9626116705154136,warning,normal,warning,True,15.0,33.0
2015-03-09,0.0429408327045364,0.0,0.42667629587274747,0.0,0.2158326559850367,0.0,0.6854497845623206,22.848326152077355,fragile,0.3333333333333333,2,external_brazil_pressure,2.133381479363737,0.21470416352268198,0.0,2.133381479363737,0.0,1.438884373233578,0.0,warning,warning,warning,False,15.0,33.0
2015-03-10,0.16053303131883476,0.0,0.0,0.27217990117095925,0.24205594113357315,0.20578972741011475,0.880558601033482,29.351953367782734,fragile,0.6666666666666666,4,global_equity_pressure,1.8145326744730619,0.8026651565941737,0.0,0.0,1.8145326744730619,1.613706274223821,1.3719315160674317,warning,warning,normal,False,15.0,33.0
2015-03-11,0.07650342728557516,0.0,0.0,0.046844025007556744,0.0,0.02159140253466987,0.14493885482780178,4.831295160926726,calm,0.0,0,brazil_drawdown_pressure,0.38251713642787577,0.38251713642787577,0.0,0.0,0.3122935000503783,0.0,0.1439426835644658,normal,warning,normal,True,15.0,33.0
2015-03-12,0.0942508813730516,0.0,0.21600683488238734,0.0,0.07099744385769434,0.0,0.3812551601131333,12.708505337104445,calm,0.16666666666666666,1,external_brazil_pressure,1.0800341744119366,0.47125440686525794,0.0,1.0800341744119366,0.0,0.4733162923846289,0.0,normal,normal,warning,False,15.0,33.0
2015-03-13,0.13900238045027408,0.0,0.2948656639448201,0.11646607344555629,0.11710291461933542,0.0797444952291742,0.74718152768916,24.906050922972,fragile,0.5,3,external_brazil_pressure,1.4743283197241006,0.6950119022513703,0.0,1.4743283197241006,0.7764404896370419,0.7806860974622362,0.5316299681944947,warning,normal,normal,True,15.0,33.0
2015-03-16,0.11183153119106892,0.0,0.035483164284331674,0.0,0.29587810106754014,0.0,0.44319279654294075,14.773093218098024,calm,0.16666666666666666,1,fx_pressure,1.9725206737836012,0.5591576559553446,0.0,0.17741582142165838,0.0,1.9725206737836012,0.0,normal,warning,normal,True,15.0,33.0
2015-03-17,0.0,0.0,0.0,0.05874450166615704,0.0,0.0038836928081728327,0.06262819447432987,2.0876064824776623,calm,0.0,0,global_equity_pressure,0.3916300111077136,0.0,0.0,0.0,0.3916300111077136,0.0,0.025891285387818885,normal,normal,normal,False,15.0,33.0
2015-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calm,0.0,0,brazil_drawdown_pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-03-19,0.0,0.0,0.310811266533617,0.08634302013028602,0.0,0.012270294920392945,0.409424581584296,13.647486052809867,calm,0.16666666666666666,1,external_brazil_pressure,1.554056332668085,0.0,0.0,1.554056332668085,0.5756201342019068,0.0,0.08180196613595297,normal,normal,normal,False,15.0,33.0
2015-03-20,0.0,0.0,0.0,0.0,0.24556455448422146,0.0,0.24556455448422146,8.185485149474049,calm,0.16666666666666666,1,fx_pressure,1.6370970298948098,0.0,0.0,0.0,0.0,1.6370970298948098,0.0,normal,normal,normal,False,15.0,33.0
2015-03-23,0.0,0.0,0.0,0.040042158172884874,0.0,0.058683989509706456,0.09872614768259133,3.290871589419711,calm,0.0,0,vix_pressure,0.3912265967313764,0.0,0.0,0.0,0.2669477211525658,0.0,0.3912265967313764,normal,normal,normal,False,15.0,33.0
2015-03-24,0.0,0.0,0.0,0.1041510070437668,0.0,0.028719896482350706,0.1328709035261175,4.42903011753725,calm,0.0,0,global_equity_pressure,0.6943400469584453,0.0,0.0,0.0,0.6943400469584453,0.0,0.1914659765490047,normal,normal,warning,False,15.0,33.0
2015-03-25,0.0,0.0,0.0,0.25519487252091794,0.00045659975314764453,0.26087701421432063,0.5165284864883862,17.21761621627954,fragile,0.3333333333333333,2,vix_pressure,1.7391800947621376,0.0,0.0,0.0,1.701299150139453,0.0030439983543176304,1.7391800947621376,warning,normal,warning,True,15.0,33.0
2015-03-26,0.0,0.0,0.17665585151145713,0.038962665772803835,0.19512864662026394,0.03993871879907825,0.45068588270360316,15.022862756786774,fragile,0.3333333333333333,2,fx_pressure,1.300857644135093,0.0,0.0,0.8832792575572856,0.2597511051520256,1.300857644135093,0.26625812532718834,warning,warning,normal,False,15.0,33.0
2015-03-27,0.0,0.0,0.21993347138787636,0.0,0.0,0.0,0.21993347138787636,7.331115712929212,calm,0.16666666666666666,1,external_brazil_pressure,1.0996673569393818,0.0,0.0,1.0996673569393818,0.0,0.0,0.0,normal,warning,normal,True,15.0,33.0
2015-03-30,0.0,0.010753912578105672,0.0,0.0,0.18946644931986267,0.0,0.20022036189796835,6.674012063265613,calm,0.16666666666666666,1,fx_pressure,1.2631096621324178,0.0,0.07169275052070448,0.0,0.0,1.2631096621324178,0.0,normal,normal,normal,False,15.0,33.0
2015-03-31,0.0,0.010224921876182012,0.0,0.1545256617425348,0.0,0.11722448299453983,0.28197506661325666,9.399168887108555,calm,0.3333333333333333,2,global_equity_pressure,1.0301710782835654,0.0,0.06816614584121342,0.0,1.0301710782835654,0.0,0.7814965532969322,normal,normal,normal,False,15.0,33.0
2015-04-01,0.0,0.0798429538191372,0.0,0.06342932237949958,0.0,0.0,0.14327227619863678,4.775742539954559,calm,0.0,0,brazil_vol_pressure,0.532286358794248,0.0,0.532286358794248,0.0,0.42286214919666393,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-04-02,0.0,0.06874181059574509,0.0,0.0,0.0,0.0,0.06874181059574509,2.2913936865248363,calm,0.0,0,brazil_vol_pressure,0.4582787373049673,0.0,0.4582787373049673,0.0,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-04-03,0.0,0.0690789055999369,0.0,0.01128887372890807,0.0,0.00785025709452984,0.08821803642337482,2.940601214112494,calm,0.0,0,brazil_vol_pressure,0.4605260373329127,0.0,0.4605260373329127,0.0,0.07525915819272047,0.0,0.052335047296865604,normal,normal,normal,False,15.0,33.0
2015-04-06,0.0,0.06919999035843362,0.0,0.0,0.0,0.015435683544063118,0.08463567390249674,2.8211891300832246,calm,0.0,0,brazil_vol_pressure,0.4613332690562242,0.0,0.4613332690562242,0.0,0.0,0.0,0.10290455696042079,normal,normal,normal,False,15.0,33.0
2015-04-07,0.0,0.028109364811223392,0.012036201454436872,0.05441552603632899,0.0,0.006642228058351578,0.10120332036034083,3.373444012011361,calm,0.0,0,global_equity_pressure,0.3627701735755266,0.0,0.18739576540815595,0.06018100727218435,0.3627701735755266,0.0,0.04428152038901052,normal,normal,normal,False,15.0,33.0
2015-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calm,0.0,0,brazil_drawdown_pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-04-09,0.0,0.0,0.06052245025549113,0.0,0.0,0.0,0.06052245025549113,2.017415008516371,calm,0.0,0,external_brazil_pressure,0.3026122512774556,0.0,0.0,0.3026122512774556,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-04-10,0.0,0.0,0.0,0.0,0.009038334546985143,0.0,0.009038334546985143,0.3012778182328381,calm,0.0,0,fx_pressure,0.060255563646567624,0.0,0.0,0.0,0.0,0.060255563646567624,0.0,normal,normal,warning,False,15.0,33.0
2015-04-13,0.0,0.0,0.1355102543833118,0.10193806868146287,0.03336483417789399,0.2602571340478243,0.531070291290493,17.702343043016434,fragile,0.16666666666666666,1,vix_pressure,1.7350475603188287,0.0,0.0,0.677551271916559,0.6795871245430858,0.2224322278526266,1.7350475603188287,warning,normal,normal,True,15.0,33.0
2015-04-14,0.0,0.0,0.0,0.0,0.14385714632943628,0.0,0.14385714632943628,4.795238210981209,calm,0.16666666666666666,1,fx_pressure,0.9590476421962418,0.0,0.0,0.0,0.0,0.9590476421962418,0.0,normal,warning,normal,True,15.0,33.0
2015-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calm,0.0,0,brazil_drawdown_pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-04-16,0.0,0.0,0.0,0.02116128027259769,0.0,0.0,0.02116128027259769,0.7053760090865896,calm,0.0,0,global_equity_pressure,0.14107520181731792,0.0,0.0,0.0,0.14107520181731792,0.0,0.0,normal,normal,warning,False,15.0,33.0
2015-04-17,0.0,0.0,0.09016247372425241,0.23653972342231439,0.0,0.24105729816888516,0.5677594953154519,18.925316510515064,fragile,0.3333333333333333,2,vix_pressure,1.6070486544592344,0.0,0.0,0.45081236862126206,1.576931489482096,0.0,1.6070486544592344,warning,normal,normal,True,15.0,33.0
2015-04-20,0.0,0.0,0.08801295785320001,0.0,0.04005598505084342,0.0,0.12806894290404344,4.268964763468115,calm,0.0,0,external_brazil_pressure,0.44006478926600007,0.0,0.0,0.44006478926600007,0.0,0.26703990033895614,0.0,normal,warning,normal,True,15.0,33.0
2015-04-21,0.0,0.0,0.0,0.031192831201478786,0.0,0.0,0.031192831201478786,1.039761040049293,calm,0.0,0,global_equity_pressure,0.20795220800985859,0.0,0.0,0.0,0.20795220800985859,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calm,0.0,0,brazil_drawdown_pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calm,0.0,0,brazil_drawdown_pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calm,0.0,0,brazil_drawdown_pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-04-27,0.0,0.0,0.05451462328583826,0.10748851165848047,0.0,0.1899774348981487,0.3519805698424674,11.73268566141558,calm,0.16666666666666666,1,vix_pressure,1.2665162326543247,0.0,0.0,0.2725731164291913,0.7165900777232032,0.0,1.2665162326543247,normal,normal,normal,False,15.0,33.0
2015-04-28,0.0,0.0,0.02237748181532513,0.0,0.0,0.0,0.02237748181532513,0.7459160605108377,calm,0.0,0,external_brazil_pressure,0.11188740907662564,0.0,0.0,0.11188740907662564,0.0,0.0,0.0,normal,normal,warning,False,15.0,33.0
2015-04-29,0.0,0.0,0.0863713091029491,0.11140787168436815,0.061162229270920666,0.22668793261217005,0.485629342670408,16.187644755680267,fragile,0.16666666666666666,1,vix_pressure,1.5112528840811337,0.0,0.0,0.4318565455147455,0.7427191445624544,0.40774819513947114,1.5112528840811337,warning,normal,warning,True,15.0,33.0
2015-04-30,0.0,0.0,0.0,0.2341166555711858,0.05218935077929738,0.2382919385165691,0.5245979448670524,17.48659816223508,fragile,0.3333333333333333,2,vix_pressure,1.588612923443794,0.0,0.0,0.0,1.5607777038079054,0.3479290051953159,1.588612923443794,warning,warning,normal,False,15.0,33.0
2015-05-01,0.0,0.0,0.11569037688702986,0.0,0.21024490580298463,0.0,0.3259352826900145,10.864509423000483,calm,0.16666666666666666,1,fx_pressure,1.401632705353231,0.0,0.0,0.5784518844351493,0.0,1.401632705353231,0.0,normal,warning,normal,True,15.0,33.0
2015-05-04,0.0,0.0,0.054114961604502215,0.0,0.0,0.04208406204457752,0.09619902364907973,3.206634121635991,calm,0.0,0,vix_pressure,0.2805604136305168,0.0,0.0,0.27057480802251105,0.0,0.0,0.2805604136305168,normal,normal,warning,False,15.0,33.0
2015-05-05,0.0,0.0,0.0,0.2615697625757875,0.25383469460252395,0.2984245869814856,0.8138290441597971,27.12763480532657,fragile,0.5,3,vix_pressure,1.9894972465432375,0.0,0.0,0.0,1.7437984171719167,1.6922312973501596,1.9894972465432375,warning,normal,normal,True,15.0,33.0
2015-05-06,0.0,0.0,0.04656711272724416,0.09773092227887298,0.0,0.15301251173183575,0.2973105467379529,9.910351557931762,calm,0.16666666666666666,1,vix_pressure,1.0200834115455717,0.0,0.0,0.2328355636362208,0.6515394818591532,0.0,1.0200834115455717,normal,warning,normal,True,15.0,33.0
2015-05-07,0.0,0.0,0.000759976210239247,0.0,0.0,0.0008170659460990141,0.0015770421563382612,0.05256807187794204,calm,0.0,0,vix_pressure,0.0054471063073267606,0.0,0.0,0.003799881051196235,0.0,0.0,0.0054471063073267606,normal,normal,normal,False,15.0,33.0
2015-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calm,0.0,0,brazil_drawdown_pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,warning,False,15.0,33.0
2015-05-11,0.0,0.0,0.2116964337488265,0.1128070535629715,0.0,0.19468657342550874,0.5191900607373068,17.30633535791023,fragile,0.5,3,vix_pressure,1.2979104895033917,0.0,0.0,1.0584821687441324,0.7520470237531434,0.0,1.2979104895033917,warning,normal,normal,True,15.0,33.0
2015-05-12,0.0,0.0,0.0,0.07030561693155789,0.31169965897321555,0.001539400377756139,0.3835446762825296,12.784822542750987,calm,0.16666666666666666,1,fx_pressure,2.0779977264881038,0.0,0.0,0.0,0.4687041128770526,2.0779977264881038,0.010262669185040927,normal,warning,normal,True,15.0,33.0
2015-05-13,0.0,0.0,0.14236573075251333,0.0,0.0,0.0,0.14236573075251333,4.745524358417111,calm,0.0,0,external_brazil_pressure,0.7118286537625665,0.0,0.0,0.7118286537625665,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-05-14,0.0,0.0,0.0,0.0,0.05796881750744867,0.0,0.05796881750744867,1.9322939169149556,calm,0.0,0,fx_pressure,0.38645878338299117,0.0,0.0,0.0,0.0,0.38645878338299117,0.0,normal,normal,normal,False,15.0,33.0
2015-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calm,0.0,0,brazil_drawdown_pressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-05-18,0.0,0.0,0.3428918526341027,0.0,0.0,0.07524055333719713,0.41813240597129986,13.937746865709997,calm,0.16666666666666666,1,external_brazil_pressure,1.7144592631705133,0.0,0.0,1.7144592631705133,0.0,0.0,0.5016036889146476,normal,normal,normal,False,15.0,33.0
2015-05-19,0.0,0.0220678697648772,0.18209617633763797,0.014237371492028583,0.042582242390832,0.02657666296678927,0.28756032295216505,9.585344098405502,calm,0.16666666666666666,1,external_brazil_pressure,0.9104808816881899,0.0,0.147119131765848,0.9104808816881899,0.09491580994685722,0.28388161593888,0.1771777531119285,normal,normal,normal,False,15.0,33.0
2015-05-20,0.0,0.05321917952049229,0.0,0.020215187641970944,0.08534627526162834,0.005916829173661045,0.1646974715977526,5.4899157199250865,calm,0.0,0,fx_pressure,0.5689751684108556,0.0,0.35479453013661527,0.0,0.13476791761313964,0.5689751684108556,0.03944552782440697,normal,normal,normal,False,15.0,33.0
2015-05-21,0.0,0.016974802766754237,0.15157916540417266,0.0,0.0,0.0,0.16855396817092688,5.618465605697563,calm,0.16666666666666666,1,external_brazil_pressure,0.7578958270208632,0.0,0.1131653517783616,0.7578958270208632,0.0,0.0,0.0,normal,normal,warning,False,15.0,33.0
2015-05-22,0.0,0.0,0.29483230937103005,0.056410346406713587,0.11913464402448401,0.004843086451244204,0.47522038625347185,15.840679541782396,fragile,0.3333333333333333,2,external_brazil_pressure,1.4741615468551503,0.0,0.0,1.4741615468551503,0.37606897604475725,0.7942309601632268,0.0322872430082947,warning,normal,normal,True,15.0,33.0
2015-05-25,0.0,0.0,0.0,0.004288234841916636,0.1753439811829381,0.0010513291643069781,0.18068354518916172,6.022784839638724,calm,0.16666666666666666,1,fx_pressure,1.1689598745529206,0.0,0.0,0.0,0.028588232279444244,1.1689598745529206,0.007008861095379855,normal,warning,warning,True,15.0,33.0
2015-05-26,0.0,0.0,0.2515978943808045,0.23231117931082565,0.0008026185978500199,0.38129806040015773,0.866009752689638,28.866991756321266,fragile,0.5,3,vix_pressure,2.541987069334385,0.0,0.0,1.2579894719040223,1.5487411954055044,0.005350790652333466,2.541987069334385,warning,normal,normal,True,15.0,33.0
2015-05-27,0.0,0.0,0.0,0.0,0.17934425510120142,0.0,0.17934425510120142,5.978141836706714,calm,0.16666666666666666,1,fx_pressure,1.1956283673413428,0.0,0.0,0.0,0.0,1.1956283673413428,0.0,normal,warning,normal,True,15.0,33.0
2015-05-28,0.0,0.0,0.07715912691637349,0.02690127944477185,0.0,0.00197502304166091,0.10603542940280625,3.5345143134268753,calm,0.0,0,external_brazil_pressure,0.3857956345818674,0.0,0.0,0.3857956345818674,0.17934186296514568,0.0,0.013166820277739402,normal,normal,warning,False,15.0,33.0
2015-05-29,0.05438398505115323,0.0,0.22644826986892932,0.13442775228715026,0.05773049283492701,0.09247456816442902,0.5654650682065888,18.848835606886293,fragile,0.3333333333333333,2,external_brazil_pressure,1.1322413493446466,0.27191992525576614,0.0,1.1322413493446466,0.8961850152476685,0.38486995223284676,0.6164971210961935,warning,normal,normal,True,15.0,33.0
2015-06-01,0.04926582012780554,0.0,0.0,0.0,0.04745900673275573,0.01909573003395519,0.11582055689451647,3.8606852298172156,calm,0.0,0,fx_pressure,0.31639337821837155,0.2463291006390277,0.0,0.0,0.0,0.31639337821837155,0.1273048668930346,normal,warning,normal,True,15.0,33.0
2015-06-02,0.0,0.0,0.0,0.024672984754719074,0.0,0.04203706720797341,0.06671005196269247,2.223668398756416,calm,0.0,0,vix_pressure,0.2802471147198227,0.0,0.0,0.0,0.1644865650314605,0.0,0.2802471147198227,normal,normal,normal,False,15.0,33.0
2015-06-03,0.012713475751925782,0.0,0.14235865806703926,0.0,0.0,0.0,0.15507213381896504,5.169071127298834,calm,0.0,0,external_brazil_pressure,0.7117932903351963,0.06356737875962891,0.0,0.7117932903351963,0.0,0.0,0.0,normal,normal,warning,False,15.0,33.0
2015-06-04,0.018779126121371403,0.0,0.08205506014172498,0.18959718929680816,0.011684973215778964,0.18339129697884943,0.4855076457545329,16.183588191817762,fragile,0.3333333333333333,2,global_equity_pressure,1.2639812619787212,0.093895630606857,0.0,0.41027530070862483,1.2639812619787212,0.07789982143852643,1.222608646525663,warning,normal,normal,True,15.0,33.0
2015-06-05,0.0842202264359133,0.0,0.015110268236842656,0.04982425686032512,0.02474392319045301,0.0,0.1738986747235341,5.79662249078447,calm,0.0,0,brazil_drawdown_pressure,0.42110113217956646,0.42110113217956646,0.0,0.07555134118421328,0.33216171240216746,0.1649594879363534,0.0,normal,warning,normal,True,15.0,33.0
2015-06-08,0.10347451472562719,0.0,0.0,0.14922240315121804,0.0,0.18615424196373484,0.4388511598405801,14.628371994686004,calm,0.3333333333333333,2,vix_pressure,1.2410282797582324,0.5173725736281359,0.0,0.0,0.9948160210081204,0.0,1.2410282797582324,normal,normal,normal,False,15.0,33.0
2015-06-09,0.10416696926155924,0.0,0.0,0.00793307169682621,0.0,0.0,0.11210004095838545,3.7366680319461816,calm,0.0,0,brazil_drawdown_pressure,0.5208348463077962,0.5208348463077962,0.0,0.0,0.05288714464550806,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-06-10,0.018560645925368307,0.0,0.0,0.0,0.0,0.0,0.018560645925368307,0.6186881975122769,calm,0.0,0,brazil_drawdown_pressure,0.09280322962684152,0.09280322962684152,0.0,0.0,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-06-11,0.0558502227445673,0.0,0.055895769307902465,0.0,0.08186236990076026,0.0,0.19360836195323003,6.453612065107668,calm,0.0,0,fx_pressure,0.5457491326717351,0.2792511137228365,0.0,0.2794788465395123,0.0,0.5457491326717351,0.0,normal,normal,warning,False,15.0,33.0
2015-06-12,0.10026117376019417,0.0,0.029481439407977546,0.18597456918668104,0.0,0.17562756325888804,0.49134474561374075,16.37815818712469,fragile,0.3333333333333333,2,global_equity_pressure,1.2398304612445403,0.5013058688009708,0.0,0.14740719703988772,1.2398304612445403,0.0,1.1708504217259204,warning,normal,warning,True,15.0,33.0
2015-06-15,0.11522995710074657,0.0,0.0618767794012046,0.10311655266525604,0.1260575390091812,0.27392897279365813,0.6802098009700466,22.673660032334887,fragile,0.3333333333333333,2,vix_pressure,1.826193151957721,0.5761497855037329,0.0,0.309383897006023,0.6874436844350403,0.8403835933945415,1.826193151957721,warning,warning,normal,False,15.0,33.0
2015-06-16,0.06091444770956799,0.0,0.0,0.0,0.03165304693479043,0.0,0.09256749464435843,3.085583154811948,calm,0.0,0,brazil_drawdown_pressure,0.30457223854783994,0.30457223854783994,0.0,0.0,0.0,0.21102031289860287,0.0,normal,warning,normal,True,15.0,33.0
2015-06-17,0.1254380823794055,0.0,0.0,0.0,0.0,0.0,0.1254380823794055,4.18126941264685,calm,0.0,0,brazil_drawdown_pressure,0.6271904118970275,0.6271904118970275,0.0,0.0,0.0,0.0,0.0,normal,normal,normal,False,15.0,33.0
2015-06-18,0.019336645219590786,0.0,0.0,0.0,0.0,0.0,0.019336645219590786,0.6445548406530263,calm,0.0,0,brazil_drawdown_pressure,0.09668322609795392,0.09668322609795392,0.0,0.0,0.0,0.0,0.0,normal,normal,warning,False,15.0,33.0
2015-06-19,0.06969005140841332,0.0,0.23901506114782667,0.1125460234076679,0.037071048182283906,0.13342146390322257,0.5917436480494144,19.724788268313812,fragile,0.5,3,external_brazil_pressure,1.1950753057391332,0.3484502570420666,0.0,1.1950753057391332,0.750306822717786,0.24714032121522606,0.8894764260214838,warning,normal,normal,True,15.0,33.0
2015-06-22,0.06516170424491502,0.0,0.0,0.0,0.15810464698756804,0.0,0.22326635123248306,7.442211707749435,calm,0.16666666666666666,1,fx_pressure,1.0540309799171204,0.3258085212245751,0.0,0.0,0.0,1.0540309799171204,0.0,normal,warning,normal,True,15.0,33.0
