date,passive_brazil_equity,covered_call,collar
2019-09-23,0.07189962111883341,0.03896901452878343,0.03490994293346278
2019-10-22,0.02440959629162065,0.03331333450455251,0.02929883206361148
2019-11-20,-0.012398283667013454,-0.0021458499748266222,-0.007103008323461017
2019-12-19,0.08689682904970564,0.036561000606738656,0.034059705747806646
2020-01-17,0.029597534635709577,0.03515420557757791,0.03323906142530515
2020-02-17,-0.02892195851441448,-0.024586208395683776,-0.025855559692560738
2020-03-17,-0.35920579382264195,-0.35112954367495824,-0.04538364631334469
2020-04-15,0.07112680354588474,0.0904415990567608,0.04114209900537776
2020-05-14,0.002629808549857282,0.07652431652866384,0.014584506562532164
2020-06-12,0.17049180327868863,0.10622639763469069,0.04208705852597679
2020-07-13,0.0649860285911239,0.0739660052790696,0.0399695444928383
2020-08-11,0.03314038711570699,0.0529001851985646,0.03778573204341222
2020-09-09,-0.007128278716863168,0.009603846613966193,-0.000342284999308079
2020-10-08,-0.03312823955829325,-0.019879642848456457,-0.02706582397601739
2020-11-06,0.030974922057076526,0.04422524727812069,0.036280712556543054
2020-12-07,0.1247041343012043,0.04568007767120158,0.03658273407463613
2021-01-05,0.049217866645076436,0.0451778336674418,0.03648137482312207
2021-02-03,0.004882705961052336,0.01644907345497102,0.010534605998650259
2021-03-04,-0.05796095709480076,-0.04548536393774126,-0.044120400055923055
2021-04-02,0.01943447191933778,0.03420046822619757,0.025830492815005813
2021-05-03,0.03614022396974059,0.048349776824696516,0.037077124977786646
2021-06-01,0.07542728900296769,0.04425059711878984,0.03628620316621177
2021-06-30,-0.01232469188270291,-0.0015712529278912694,-0.006889287453261181
2021-07-29,-0.00886621971353907,-0.0038358570500278185,-0.005462695063559822
2021-08-27,-0.037687425869656455,-0.03137573418936148,-0.03372746972343663
2021-09-27,-0.06274746855206004,-0.05503200842305265,-0.045509064791910026
2021-10-26,-0.06097896433893879,-0.04838466763735935,-0.04409171104966399
2021-11-24,-0.015550086434138133,-0.0005923512435166822,-0.00911406944883068
2021-12-23,0.0018874906129497937,0.016438711600334718,0.008238163742714136
2022-01-21,0.03817549362788575,0.0440953878254378,0.036252451206408444
2022-02-21,0.026265521300439465,0.03752006747918886,0.0318358981183081
2022-03-22,0.05258261225079863,0.03977368808164628,0.035156182969639876
2022-04-20,-0.02696724547756002,-0.01789700379705564,-0.022025415876654207
2022-05-19,-0.06333485713239873,-0.054766057596622,-0.045218850193435495
2022-06-17,-0.06664728972203338,-0.05448034803006027,-0.04419609042975419
2022-07-18,-0.029518723260740343,-0.018365485705829267,-0.023975232515394504
2022-08-16,0.17553816972816172,0.04213725753386244,0.03579654525474323
2022-09-14,-0.027423488316760003,-0.01683086604845898,-0.022032481428317985
2022-10-13,0.03288058207241651,0.04021421827543237,0.035284363429732186
2022-11-11,-0.015508788784167504,-0.0016545554104012185,-0.009309427111078804
2022-12-12,-0.062183323908167276,-0.04384838043697797,-0.04292543710835419
2023-01-10,0.052848694421773645,0.04970374658996887,0.0373033946550192
2023-02-08,-0.00783732006804816,0.01054382585938993,-0.0007547830692208306
2023-03-09,-0.044950149933319916,-0.030188965779064512,-0.038555138708196844
2023-04-07,-0.039090205948584034,-0.026664082266052373,-0.03322263031325253
2023-05-08,0.05021008002616778,0.04011044607033397,0.03525456814157077
2023-06-06,0.08371550404810524,0.04119128390239489,0.03555361115611307
2023-07-05,0.04294585987370536,0.04062283723303821,0.03539938977410091
2023-08-03,0.007510383063586534,0.016681833177114552,0.012483823702101344
2023-09-01,-0.022791500758984506,-0.01572056657084403,-0.018535371141578896
2023-10-02,-0.0224463403725339,-0.015689570892827832,-0.018310049616635668
2023-10-31,-0.016772761261260927,-0.00963017890583037,-0.012489811959001274
2023-11-29,0.11539859131119035,0.03663553838699864,0.03408904226320284
2023-12-28,0.0664104274925772,0.03745376445071555,0.03439731858427981
2024-01-26,-0.04072396336720363,-0.03403876312719764,-0.03661549673866084
2024-02-26,0.005516427901429699,0.011470702673280087,0.009328823692478937
2024-03-26,-0.02011607574799401,-0.015384853863997693,-0.016854340417561186
2024-04-24,-0.018419317448996386,-0.01405121424709608,-0.015336584812403846
2024-05-23,0.0010746238910983585,0.005300546487856638,0.0040850875633020554
2024-06-21,-0.02543354145221466,-0.02142462621468163,-0.02253587391688837
2024-07-22,0.05287244255764567,0.03347948597800504,0.032608948818549206
2024-08-20,0.06582971321864117,0.032910267053505554,0.032274748278421396
2024-09-18,-0.01804590263961836,-0.014783243611588403,-0.015561173112562826
2024-10-17,-0.021068861429196506,-0.0177255174420458,-0.018537480194240154
2024-11-15,-0.023878728880881495,-0.019765078339844457,-0.020926238658837783
2024-12-16,-0.03259029155682569,-0.029052155008570855,-0.029948361164089058
2025-01-15,-0.005406766921301376,0.0014336221347434723,-0.001238216802997275
2025-02-13,0.017646572014191397,0.026264880033215407,0.022443895437338372
2025-03-14,0.03344838662571159,0.04027546145730169,0.03530183500024861
2025-04-14,0.005248538068464148,0.01411319204396335,0.010125320406111768
2025-05-14,0.06945651866893043,0.03964122835715489,0.035116754562685044
2025-06-12,-0.003920399213888537,0.004519638391000764,0.0008183582841884505
2025-07-11,-0.00861431479699104,-0.002001081978205166,-0.004534028490175972
2025-08-11,-0.0074906367041198685,-0.0031366658428104354,-0.004415030973756335
2025-09-09,0.046037781913325526,0.034054463305785466,0.032921598258752564
2025-10-08,0.004328938083007383,0.010592463320283754,0.0082693273149874
2025-11-06,0.07830466518850798,0.03546430948065815,0.033600765935686686
2025-12-05,0.027181788183618716,0.03172379158153902,0.030351222104525052
2026-01-07,0.029965044723356593,0.035856674682163164,0.03375100117128837
2026-02-05,0.12499993994494352,0.03660687310867736,0.034077786232748576
2026-03-06,-0.015449172130591715,-0.0051384502861927875,-0.010137315568065441
2026-04-06,0.049292161004212076,0.040766662448703556,0.035439031198559755
2026-05-05,-0.006989560593829491,0.006451412706880422,-0.0008830695729486566
2026-06-03,-0.08724835008675125,-0.07534851537027329,-0.044262906126264365
2026-06-08,-0.011059338337014557,0.0002609783997899219,-0.0054716129190188565
