date,bsti_0_100,bsti_raw_score,bsti_regime,stress_breadth,active_pressure_channels,dominant_pressure_channel,dominant_pressure_value,top_channel_1,top_channel_1_value,top_channel_2,top_channel_2_value,top_channel_3,top_channel_3_value
2026-06-09,14.235634096368818,0.4270690228910645,calm,0.16666666666666666,1,brazil_drawdown_pressure,1.8766298304761908,brazil_drawdown_pressure,1.8766298304761908,global_equity_pressure,0.19100467525071874,fx_pressure,0.11691672291661757
