date,multi_asset_stress_score,multi_asset_stress_regime,top_pressure_1,top_pressure_1_value,top_pressure_2,top_pressure_2_value,top_pressure_3,top_pressure_3_value,brazil_drawdown,brazil_realized_vol_21d,vix_level
2026-06-09,0.3446057509544846,calm,brazil_drawdown_pressure,1.8766298304761908,global_equity_pressure,0.19100467525071652,brazil_vol_pressure,0.0,-0.1519778802292977,0.16145375842457732,18.15999984741211
