weight_scheme,horizon_days,bsti_threshold,governance_score,observations,signal_observations,signal_frequency,avg_forward_return_signal_on,avg_forward_return_signal_off,avg_forward_max_drawdown_signal_on,avg_forward_max_drawdown_signal_off,future_negative_return_precision,future_drawdown_5pct_precision,future_drawdown_10pct_precision,future_negative_return_recall,future_drawdown_5pct_recall,future_drawdown_10pct_recall,selection_rule
local_risk_heavy,21,50.0,0.34329884638595504,3228,116,0.03593556381660471,-0.020773849885586924,0.011507208715604515,-0.10555995597011003,-0.050231898208749085,0.5344827586206896,0.7068965517241379,0.35344827586206895,0.04369274136715997,0.059077809798270896,0.19523809523809524,max_governance_score
balanced,63,10.0,0.5034244729581412,3228,1834,0.5681536555142503,0.03858352630633153,0.022084579807311683,-0.09798473152268948,-0.0912660398869903,0.38331515812431843,0.8647764449291166,0.326608505997819,0.563301282051282,0.5658223332144131,0.5984015984015985,max_governance_score
