start_date,end_date,strategy,selected_component,regime,start_price,end_price,underlying_return,annualized_volatility,call_premium_income,put_protection_cost,option_payoff_effect,implementation_drag,gross_overlay_effect,net_overlay_effect,net_strategy_return,option_legs
2015-11-10,2015-12-09,stress_aware_overlay,collar,extreme_stress,44.93000030517578,44.650001525878906,-0.006231889102939037,0.27817502577414327,0.019684146744833434,-0.01878807976486199,0.0,-0.001,0.0008960669799714452,-0.00010393302002855483,-0.0063358221229675915,2
2015-12-09,2016-01-07,covered_call,covered_call,extreme_stress,44.650001525878906,39.470001220703125,-0.1160134407201191,0.27534386905893116,0.019375379723459422,0.0,-0.0,-0.0005,0.019375379723459422,0.018875379723459422,-0.09713806099665967,1
2015-12-09,2016-01-07,collar,collar,extreme_stress,44.650001525878906,39.470001220703125,-0.1160134407201191,0.27534386905893116,0.019375379723459422,-0.018489706658310994,0.0860134407201191,-0.001,0.08689911378526753,0.08589911378526753,-0.030114326934851568,2
2015-12-09,2016-01-07,stress_aware_overlay,collar,extreme_stress,44.650001525878906,39.470001220703125,-0.1160134407201191,0.27534386905893116,0.019375379723459422,-0.018489706658310994,0.0860134407201191,-0.001,0.08689911378526753,0.08589911378526753,-0.030114326934851568,2
2016-01-07,2016-02-05,covered_call,covered_call,extreme_stress,39.470001220703125,39.349998474121094,-0.003040353252360295,0.2462264980822037,0.016227587018635563,0.0,-0.0,-0.0005,0.016227587018635563,0.015727587018635563,0.012687233766275268,1
2016-01-07,2016-02-05,collar,collar,extreme_stress,39.470001220703125,39.349998474121094,-0.003040353252360295,0.2462264980822037,0.016227587018635563,-0.015449542583823405,0.0,-0.001,0.0007780444348121588,-0.00022195556518784122,-0.003262308817548136,2
2016-01-07,2016-02-05,stress_aware_overlay,collar,extreme_stress,39.470001220703125,39.349998474121094,-0.003040353252360295,0.2462264980822037,0.016227587018635563,-0.015449542583823405,0.0,-0.001,0.0007780444348121588,-0.00022195556518784122,-0.003262308817548136,2
2016-02-05,2016-03-07,covered_call,covered_call,extreme_stress,39.349998474121094,47.77000045776367,0.21397718704309665,0.2668347254922735,0.018450034209148113,0.0,-0.18397718704309662,-0.0005,-0.1655271528339485,-0.1660271528339485,0.047950034209148146,1
2016-02-05,2016-03-07,collar,collar,extreme_stress,39.349998474121094,47.77000045776367,0.21397718704309665,0.2668347254922735,0.018450034209148113,-0.017595671498878324,-0.18397718704309662,-0.001,-0.18312282433282684,-0.18412282433282684,0.02985436271026981,2
2016-02-05,2016-03-07,stress_aware_overlay,collar,extreme_stress,39.349998474121094,47.77000045776367,0.21397718704309665,0.2668347254922735,0.018450034209148113,-0.017595671498878324,-0.18397718704309662,-0.001,-0.18312282433282684,-0.18412282433282684,0.02985436271026981,2
2016-03-07,2016-04-05,covered_call,covered_call,extreme_stress,47.77000045776367,47.36000061035156,-0.008582789271158076,0.2970988352322363,0.021758226371209513,0.0,-0.0,-0.0005,0.021758226371209513,0.021258226371209513,0.012675437100051437,1
2016-03-07,2016-04-05,collar,collar,extreme_stress,47.77000045776367,47.36000061035156,-0.008582789271158076,0.2970988352322363,0.021758226371209513,-0.02079296247478032,0.0,-0.001,0.0009652638964291922,-3.47361035708078e-05,-0.008617525374728884,2
2016-03-07,2016-04-05,stress_aware_overlay,collar,extreme_stress,47.77000045776367,47.36000061035156,-0.008582789271158076,0.2970988352322363,0.021758226371209513,-0.02079296247478032,0.0,-0.001,0.0009652638964291922,-3.47361035708078e-05,-0.008617525374728884,2
2016-04-05,2016-05-04,covered_call,covered_call,extreme_stress,47.36000061035156,51.02000045776367,0.07728040118758228,0.3439992739212493,0.02696030039048998,0.0,-0.04728040118758217,-0.0005,-0.02032010079709219,-0.020820100797092192,0.05646030039049009,1
